2089.9134396355353, 1878.013667425968
2110.6879271070616, 1956.9567198177676
2148.0820045558085, 2052.519362186788
2197.9407744874716, 2148.0820045558085
2247.7995444191342, 2227.025056947608
2318.432801822323, 2310.1230068337127
2434.76993166287, 2351.6719817767653
2542.7972665148063, 2330.897494305239
2675.7539863325737, 2318.432801822323
2800.400911161731, 2322.5876993166285
2912.5831435079726, 2355.8268792710705
3045.53986332574, 2397.3758542141227
3157.7220956719816, 2405.685649202733
3303.143507972665, 2413.9954441913437
3436.1002277904327, 2393.2209567198174
3552.4373576309795, 2351.6719817767653
3627.2255125284737, 2285.1936218678816
3677.0842824601364, 2231.179954441913
3735.25284738041, 2293.503416856492
3834.970387243736, 2343.3621867881548
3955.4624145785874, 2364.136674259681
4063.4897494305237, 2368.2915717539863
4233.840546697039, 2351.6719817767653
4404.191343963554, 2330.897494305239
4557.922551252847, 2314.277904328018
4715.808656036446, 2276.883826879271
4861.2300683371295, 2214.560364464692
4956.7927107061505, 2123.152619589977
4990.031890660592, 1986.0410022779042
4990.031890660592, 1853.0842824601366
4952.637813211845, 1732.5922551252847
4894.469248291572, 1661.9589977220955
4827.990888382687, 1624.5649202733484
4786.441913439635, 1529.002277904328
4728.273348519362, 1462.5239179954442
4632.710706150341, 1383.5808656036445
4582.851936218679, 1350.3416856492026
4516.373576309795, 1296.3280182232345
4445.740318906605, 1246.4692482915716
4358.487471526196, 1200.765375854214
4262.924829157175, 1142.5968109339408
4171.51708428246, 1105.2027334851937
4055.179954441913, 1051.1890660592255
3938.8428246013664, 1034.5694760820045
3797.5763097949884, 1001.3302961275626
3714.4783599088837, 1005.4851936218678
3602.296127562642, 997.1753986332574
3498.423690205011, 1001.3302961275626
3361.3120728929384, 1022.1047835990888
3244.9749430523916, 1047.0341685649203
3161.876993166287, 1088.5831435079726
3020.610478359909, 1071.9635535307516
2900.118451025057, 1080.2733485193621
2754.697038724373, 1063.653758542141
2663.289293849658, 1051.1890660592255
2542.7972665148063, 1042.879271070615
2413.9954441913437, 1071.9635535307516
2297.6583143507974, 1113.512528473804
2189.630979498861, 1196.6104783599087
2118.997722095672, 1296.3280182232345
2085.75854214123, 1420.9749430523918
2044.2095671981776, 1553.9316628701595
2035.8997722095671, 1699.3530751708427
2044.2095671981776, 1786.6059225512527
